id,name,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,beds,price,review_scores_rating
2818,Quiet Garden View Room & Super Fast WiFi,Daniel,t,Indische Buurt,Oostelijk Havengebied - Indische Buurt,,2,$59.00,98
20168,Studio with private bathroom in the centre 1,Alexander,f,Grachtengordel,Centrum-Oost,,1,$129.00,89
25428,"Lovely, spacious 1 bed apt in Center(with lift)",Joan,t,Grachtengordel,Centrum-West,,1,$125.00,100
27886,"Romantic, stylish B&B houseboat in canal district",Flip,t,Westelijke Eilanden,Centrum-West,,1,$125.00,99
28871,Comfortable double room,Edwin,t,Amsterdam Centrum,Centrum-Oost,,1,$75.00,97
29051,Comfortable single room,Edwin,t,Amsterdam Centrum,Centrum-Oost,,1,$55.00,95
31080,2-story apartment + rooftop terrace,Nienke,f,Hoofddorppleinbuurt,Zuid,,3,$219.00,95
41125,Amsterdam Center Entire Apartment,Fatih,t,Jordaan,Centrum-West,,1,$160.00,96
43109,Oasis in the middle of Amsterdam,Aukje,f,Grachtengordel,Centrum-West,,4,$211.00,98
44129,Luxury design with canal view,Tatiana,f,Jordaan,Centrum-West,,1,$115.00,98
46386,Cozy loft in central Amsterdam,Joost,f,De Pijp,De Pijp - Rivierenbuurt,,1,$150.00,93
49552,Multatuli Luxury Guest Suite in top location,Joanna & MP,t,Grachtengordel,Centrum-West,,2,$136.00,98
49790,Luxurous Houseboat-Great Location,Klaas,f,Oud-West,De Baarsjes - Oud-West,,2,$250.00,99
50515,"Family Home (No drugs, smoking or parties)",Karin,f,Oud-West,Bos en Lommer,,3,$115.00,95
50523,B & B de 9 Straatjes (city center),Raymond,t,Grachtengordel,Centrum-West,,1,$118.00,97
52490,Amsterdam Aqua,VictorLuke,f,Zeeburg,Oostelijk Havengebied - Indische Buurt,,1,$75.00,92
53067,Spacious studio at the attic of a townhouse,DoJo,t,De Pijp,De Pijp - Rivierenbuurt,,0,$40.00,93
53671,Nice room near centre with en suite bath,Georg,f,Spaarndammer en Zeeheldenbuurt,Westerpark,,1,$75.00,91
55256,Luminous central room,Lotte,f,Nieuwmarkt en Lastage,Centrum-Oost,,1,$90.00,92
55621,"Fully equiped house, PIJP area = great",Bharati,f,De Pijp,De Pijp - Rivierenbuurt,,2,$222.00,95
55807,"Greatly located, cozy atmosphere",Rai & Clo,f,Oud-West,De Baarsjes - Oud-West,,1,$65.00,97
55868,Apartment near Museumplein (centre),Cornelie,f,Museumkwartier,Zuid,,2,$149.00,97
56703,Amsterdam Apt near Amstel River,Camiel,f,Oosterparkbuurt,Centrum-West,,2,$155.00,
58211,En Suite Apartment in a monumental canal house,Marcel,t,Grachtengordel,Centrum-West,,2,$135.00,98
62015,"Charming, beautifully & sunny place with cat Luna",Jessica,f,Indische Buurt,Oud-Oost,,1,$135.00,98
62801,Very nice appartment ALL of januari,Jan,f,Bos en Lommer,Bos en Lommer,,1,$750.00,
64736,Luxury Houseboat,Conny,t,Oud-West,De Baarsjes - Oud-West,,1,$189.00,98
67841,Amsterdam - The Pijp Apartment 1A,Dene,f,De Pijp,De Pijp - Rivierenbuurt,,1,$106.00,94
68290,Rebel - Private Room,Manuel,t,De Wallen,Centrum-West,,2,$45.00,96
68873,Yves Klein - Private Room,Manuel,t,De Wallen,Centrum-West,,1,$98.00,96
70598,Attic room with doublebed available,Nadira,t,Banne Buiksloot,Noord-West,,1,$40.00,95
75382,Garden Suite Studiohttps://www.airbnb.com/manage-l,Tina,f,Indische Buurt,Oud-Oost,,2,$55.00,95
75444,Cottage Room- Completely Private,Tina,f,Indische Buurt,Centrum-Oost,,1,$48.00,94
75499,Red Studio Palamedes Amsterdam,Edwin + Karin,f,Oud-West,De Baarsjes - Oud-West,,1,$80.00,99
76459,Yellow Studio Palamedes Amsterdam,Edwin + Karin,f,Oud-West,De Baarsjes - Oud-West,,2,$80.00,97
76668,"studio INN, bright and spacious",Guido,t,Spaarndammer en Zeeheldenbuurt,Westerpark,,2,$145.00,97
80635,TOP LOCATED Canalhouse B&B Jordaan,Riks,f,Grachtengordel,Centrum-West,,1,$109.00,95
82482,The Backroom - Central private appt,Shawna,t,Jordaan,Centrum-West,,2,$109.00,89
82748,Bright apt in central Amsterdam,Rudolf,f,Amsterdam Centrum,Centrum-West,,2,$249.00,96
83814,Central Studio apartment in Trendy De Pijp,Daniel,t,De Pijp,De Pijp - Rivierenbuurt,,1,$45.00,94
84057,Bed&Bike SleepOnNature - free bikes,Stefania,t,Oud-West,De Baarsjes - Oud-West,,1,$109.00,95
85008,Museum district/Vondelpark studio-apartment,Ym,f,Oud-West,Zuid,,2,$68.00,85
91535,"Privat room and shared Houseboat ""Ramona"" centre",Michiel,f,De Pijp,De Pijp - Rivierenbuurt,,1,$95.00,95
97221,Beautiful and spacious room,Gianni,t,Slotervaart,Slotervaart,,2,$45.00,91
107195,"A'dam Centre, Bright and Comfy",Marieke,f,Oostelijke Eilanden en Kadijken,Centrum-Oost,,1,$150.00,95
108890,Amsterdam at its best,Jorien,f,Oud-West,De Baarsjes - Oud-West,,2,$100.00,100
130390,Large private room for rent Center / De Pijp,Jessy,f,De Pijp,De Pijp - Rivierenbuurt,,1,$80.00,97
137901,Houseboat with beautiful view,Paulien,f,Oud-Zuid,Zuid,,1,$165.00,90
141708,light modern & cosy apartment,Cindy,f,Indische Buurt,Oostelijk Havengebied - Indische Buurt,,2,$145.00,95
148132,Bright room in lively Kinkerbuurt,Remy,f,Oud-West,De Baarsjes - Oud-West,,1,$37.00,95
155548,Apartment 2 minutes from Centrum!,Maria,f,Indische Buurt,Oud-Oost,,1,$150.00,95
162467,Modern app. with brand new design bathroom,Nicole,f,Oud-West,De Baarsjes - Oud-West,,1,$125.00,95
165833,Amsterdam at your feet,Bart,f,Oud-West,De Baarsjes - Oud-West,,4,$112.00,97
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",Riks,f,Grachtengordel,Centrum-West,,1,$118.00,91
169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",Nick,f,Jordaan,Centrum-West,,1,$157.00,100
170223,canal view in Jordaan & 9 Streets,Francine,t,Jordaan,Centrum-West,,1,$150.00,97
171054,Spacious apartment next to center,Kamiel,f,Oud-West,De Baarsjes - Oud-West,,3,$120.00,95
171498,Authentic Amsterdam Experience@Townhouse w/Rooftop,Thijs,f,Museumkwartier,Zuid,,2,$249.00,100
171631,"Pleasant,cosy & crazy apartment with small balcony",Keja,f,Oud-West,De Baarsjes - Oud-West,,3,$97.00,96
174592,Cosy Apt | IN CITY CENTRE | Close to Artis Zoo,Daniel,f,Weesperbuurt en Plantage,Centrum-Oost,,1,$159.00,86
175989,Cat lover's paradise in Amsterdam's hottest street,Dre,f,Oud-West,Zuid,,2,$200.00,97
179528,Authentic Amsterdam apartment RAI,Pierre,f,Rivierenbuurt,De Pijp - Rivierenbuurt,,2,$275.00,89
182839,"Central, quiet, design apartment",Marian,f,,Oud-Noord,,2,$125.00,98
189754,Metropolitan B&B centre Amsterdam,Marijn,t,Amsterdam Centrum,Centrum-West,,3,$113.00,95
193038,Private Loft&Bathroom  Ensuite Studio Ctr Amsterda,Johan,t,Grachtengordel,Centrum-Oost,,1,$72.00,99
198307,The best spot to discover Amsterdam,Marie-Katrien,f,Westelijke Eilanden,Centrum-West,,1,$129.00,99
199844,ART & DESIGN APARTMENT,Home,f,Oud-West,Westerpark,,2,$99.00,96
200461,Studio next 2 V´park near Leidsepl.,Johanna,f,Oud-West,De Baarsjes - Oud-West,,3,$71.00,87
203658,Best Area - Large Luxury 3 Bdr Home,Eelco,f,Stadionbuurt,Zuid,,4,$284.00,97
205759,Central yet quiet studio apartment,Tim,f,Oud-West,De Baarsjes - Oud-West,,1,$99.00,90
211408,Nice apt close to Amstel&citycenter,Flavio,f,Watergraafsmeer,Watergraafsmeer,,3,$50.00,85
212050,Spacious home w roof garden,Danielle,f,Oud-West,De Baarsjes - Oud-West,,3,$246.00,96
213721,Amsterdam Apartment (waterview),Anouk,f,Hoofddorppleinbuurt,Zuid,,1,$151.00,99
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,Henry,t,De Wallen,Centrum-West,,2,$99.00,96
219276,Suite in Canalhouse with Jacuzzi,Amsterdam Boutique Apartments,f,Amsterdam Centrum,Centrum-West,,1,$245.00,100
222516,Cosy apartment in West | Quiet street | Netflix,Alex,t,,De Baarsjes - Oud-West,,1,$92.00,94
230710,Jordaan apt with views of canals and Westerkerk,Peter,f,Jordaan,Centrum-West,,2,$125.00,91
245927,Sonnenberg - Canal side & view - Private & Central,Wytse,t,Grachtengordel,Centrum-West,,3,$215.00,96
246750,"LOFT with terrace, super location!",Fernando,f,Amsterdam Centrum,Centrum-West,,2,$145.00,98
247805,"Bellavista, central,with canal view",Carolien,t,Oud-West,De Baarsjes - Oud-West,,0,$122.00,97
250751,Modern studio near central AMS,Mira,t,Indische Buurt,Oostelijk Havengebied - Indische Buurt,,1,$79.00,92
251444,Luxurious apartment at the Prinsengracht,Vosse,f,Jordaan,Centrum-West,,2,$449.00,97
252080,Amazing apartment historical centre,Evan,f,Nieuwmarkt en Lastage,Centrum-Oost,,2,$385.00,98
254104,The Flying Pancake B&B Amsterdam,Claudia,t,Weesperbuurt en Plantage,Centrum-Oost,,1,$149.00,98
254800,Amazing apartment in city center,Dj,f,Jordaan,Centrum-West,,1,$296.00,98
255809,bed & bike with free parking  the house of finer,Flo & André,t,Oud-Zuid,Buitenveldert - Zuidas,,2,$125.00,97
256670,"Caracteristic, family apartment",Stefan,f,Oud-West,De Baarsjes - Oud-West,,6,$250.00,91
258273,Great CENTRAL apartment De Pijp,Peter,f,De Pijp,De Pijp - Rivierenbuurt,,1,"$8,000.00",72
262394,Charming Studio with Roof Terrace,Martin,t,Hoofddorppleinbuurt,Zuid,,1,$88.00,96
265349,"Private, central & luxurious apment",Fleur,f,Oud-West,De Baarsjes - Oud-West,,1,$85.00,94
270839,Quiet room in sunny apartment on canal,Jan And Tota,t,Bos en Lommer,Bos en Lommer,,1,$45.00,98
272597,"Luxury appartm, good neighbourhood",Arnoud,f,Stadionbuurt,Zuid,,1,$145.00,100
274688,Cozy sleeping in popular Amsterdam West,Marij,f,Bos en Lommer,Bos en Lommer,,1,$125.00,97
277011,nice apartment in centre amsterdam,Aafje,f,Oud-West,De Baarsjes - Oud-West,,1,$125.00,98
282269,Your central home in wonderful AMS!,Judith,f,Oud-Zuid,Zuid,,3,$116.00,100
283170,5-bedrooms house; central location,Marco,f,Museumkwartier,Zuid,,12,$650.00,90
286374,Cozy and quiet 1 bedroom apartment,Anita,f,Slotermeer-Noordoost,Geuzenveld - Slotermeer,,1,$95.00,100
286500,"Center,Canal View, Private Bathroom",David,t,De Wallen,Centrum-West,,1,$78.00,98
290701,"Center, Large&Sunny Room,Pvt Bathrm",David,t,De Wallen,Centrum-West,,1,$78.00,97
291637,cosy bedroom | garden | near center | breakfast,Alexa & Scott,f,Watergraafsmeer,Watergraafsmeer,,1,$80.00,93
291752,Cozy & large bohemian style room,Ton,t,Oosterparkbuurt,Oud-Oost,,1,$105.00,97
293337,Sunny Apartment along river IJ,Tinda,f,,Oud-Noord,,1,$115.00,95
293514,Volledig huis-apartement,Mw,f,,Oud-Noord,,3,$74.00,92
297220,Modern apartment + rooftop terrace @city centre,Anand,f,De Pijp,De Pijp - Rivierenbuurt,,1,$195.00,97
301220,Cosy apartment in charming Jordaan,Frederika,f,Jordaan,Centrum-West,,2,$125.00,96
302426,Sunny family flat in the Jordaan!,Lia & Reinier,f,Jordaan,Centrum-West,,3,$112.00,97
304082,Quiet studio in the heart of town with Garden!,Mirre,f,De Wallen,Centrum-West,,2,$51.00,94
304143,Unique Beautiful Houseboat (ship) in Center,Dick,f,Weesperbuurt en Plantage,Centrum-Oost,,1,$95.00,91
304189,Smack dab middle of Amsterdam,Benjamin,f,Jordaan,Centrum-West,,1,$135.00,94
305809,Canal & Parkview Apartment,Clyde,t,Oud-West,Westerpark,,4,$275.00,98
306852,"SunShine, A Sunny Amsterdam Center Special",Gisèle And Simon,f,Grachtengordel,Centrum-Oost,,2,$200.00,91
307497,Sailing Ship Amsterdam Centre (1),Petra,f,Oostelijke Eilanden en Kadijken,Westerpark,,16,$600.00,98
307621,"SunBird, Sunny Apt in Quiet Street",Gisèle And Simon,f,Grachtengordel,De Pijp - Rivierenbuurt,,1,$125.00,90
308028,"SunFlower, A Sunny B&B + 2 Bicycles",Gisèle And Simon,f,Grachtengordel,Centrum-Oost,,1,$70.00,95
309436,"Luxurious 17C Canal Villa Apt, Low-cost Parking",Janet,f,Banne Buiksloot,Oud-Noord,,2,$175.00,90
310722,Cozy Central Apartment Amsterdam,Valentijn,f,Oud-West,Zuid,,1,$169.00,96
311124,*historic centre* *bright* *canal view* *jordaan*,Anke & Robert,t,Jordaan,Centrum-West,,1,$190.00,95
311584,40 m2 Appartment near Leidseplein,Luca And Aldo,f,Oud-West,De Baarsjes - Oud-West,,1,$95.00,96
314673,"""The Roosevelt Apt""  Amsterdam RAI",Daan,f,Rivierenbuurt,De Pijp - Rivierenbuurt,,1,$199.00,99
319985,Elegant Appartement Central Location.,J,f,De Pijp,De Pijp - Rivierenbuurt,,2,$71.00,95
320689,Familyhome easy airport connection!,Janey,f,Stadionbuurt,Zuid,,2,$88.00,95
327285,beautiful designed ap.+bikes+garden,Ester,t,De Pijp,De Pijp - Rivierenbuurt,,4,$148.00,99
331946,Lovely FAMILY house near Vondelpark,Sebastiaan,f,Oud-West,De Baarsjes - Oud-West,,4,$220.00,98
340994,Stay at 'Perfect appartement in the center' by the,Anja,f,Oostelijke Eilanden en Kadijken,Centrum-Oost,,1,$150.00,98
343094,Amstel Nest - an urban retreat for two,Rob & Fang,t,Oosterparkbuurt,Oud-Oost,,1,$59.00,98
345397,SPACIOUS historical Amsterdam apartment 120m2,Nyika,f,De Pijp,De Pijp - Rivierenbuurt,,3,$169.00,95
350271,Luxe boat AMSTERDAM IJBURG!!!,Agustina,f,Oost,IJburg - Zeeburgereiland,,3,$395.00,80
357932,Amsterdam appartment + southgarden,Peter,f,De Pijp,De Pijp - Rivierenbuurt,,1,$200.00,93
357980,★ STYLISH FAMILY HOME - CITY CENTER,Marre,t,Oud-West,De Baarsjes - Oud-West,,4,$245.00,97
361342,★ Stunning City Centre Apartment #3,Esther & Jan,t,Grachtengordel,Centrum-West,,3,$95.00,97
362458,"Bright, newly renovated apartment in Center-East",Roel,t,Oostelijke Eilanden en Kadijken,Centrum-Oost,,1,$99.00,98
367107,"PEACEFUL HOME IN HISTORIC CENTRE, NEXT TO AMSTEL",Marijn,f,Grachtengordel,Centrum-Oost,,1,$300.00,100
367491,"Charming,  bright and quiet home center Amsterdam",Maarten,f,Oud-West,De Baarsjes - Oud-West,,1,$88.00,98
378523,Freedom on the water!,Caroline,t,Nieuwmarkt en Lastage,Centrum-Oost,,1,$280.00,99
379885,Private Studio Houseboat *BEST VIEW* @ Amstel,Masha,f,,Oud-Oost,,1,$249.00,93
384909,"Central Loft, Great Rooftop Terrace",Lisanne,f,Jordaan,Westerpark,,1,$250.00,93
387644,"Lovely apt, Amsterdam /Jordaan.",Melih,f,Frederik Hendrikbuurt,Westerpark,,2,$295.00,96
396125,Room in Jordaan Heart of Amsterdam,Carolyn,t,Jordaan,Centrum-West,,1,$85.00,97
402353,Comfortable design apartment with roof terrace,Lidy,t,Watergraafsmeer,Watergraafsmeer,,1,$110.00,97
406794,Beautiful spacious 130m family home,Michiel,f,Indische Buurt,Oud-Oost,,3,$133.00,95
408794,Rooftop Terrace Luxury Loft Centre Amsterdam,Janto (B),f,Oud-West,De Baarsjes - Oud-West,,2,$199.00,92
411401,Beautiful apartment in AMS!,Boris,f,,Slotervaart,,2,$45.00,90
414865,"Charming house, perfect for two!",Miranda,f,Hoofddorppleinbuurt,Zuid,,1,$98.00,97
414917,Cent Adam Lux (2-4p) Apt 90 sqm(m2),Jan,f,Grachtengordel,Centrum-Oost,,3,$280.00,98
415619,Sunny Amsterdam East Harbor View,Stephan,f,Zeeburg,Oostelijk Havengebied - Indische Buurt,,1,$145.00,98
418098,Beautiful 19th Cent. City Apartment,Annemarije,f,Oud-West,De Baarsjes - Oud-West,,2,$185.00,97
422044,★ City Centre Loft #4,Esther & Jan,t,Grachtengordel,Centrum-West,,5,$275.00,97
431635,Sunny apartment with cat,Hannes,f,Bos en Lommer,Bos en Lommer,,1,$45.00,95
432233,Beautiful apartment @ true center,Feiko,f,Grachtengordel,Centrum-Oost,,1,$304.00,95
437757,COOL DESIGN HOUSE with WiFi,Natalie,f,De Pijp,De Pijp - Rivierenbuurt,,1,$109.00,92
439097,Bright apt in central Amsterdam,Janneke,f,Oud-West,De Baarsjes - Oud-West,,1,$140.00,98
440992,Charming houseboat near Olympic St.,Jan,f,Oud-Zuid,Zuid,,2,$220.00,97
441424,Family house in centre of Amsterdam,Marco,f,Zeeburg,Oostelijk Havengebied - Indische Buurt,,3,$175.00,91
444935,Fantastic apartment right in the city centre,Daisy,f,Amsterdam Centrum,Centrum-Oost,,1,$149.00,89
445660,cosy room with private entrance,Heleen,f,Oud-West,De Baarsjes - Oud-West,,3,$69.00,96
446592,Three colourful art rooms in trendy Pijp,Daniel And Thera,t,De Pijp,De Pijp - Rivierenbuurt,,2,$100.00,91
447151,creative ground floor house close to Vondelpark,Raymond,f,Hoofddorppleinbuurt,Zuid,,1,$105.00,93
450767,Houseboat 'Saturnus' Amsterdam,Richard En Birgit,f,Nieuwmarkt en Lastage,Centrum-Oost,,3,$275.00,92
451719,FABULOUS MODERN LOFT IN JORDAAN,Martin & Smadar,f,Jordaan,Centrum-West,,3,$179.00,97
455881,"Superb, quiet home with garden!",Fabienne,f,Oosterparkbuurt,Oud-Oost,,3,$175.00,100
460469,Great apartment near the centre,Suzan,f,Indische Buurt,Oud-Oost,,1,$110.00,95
462341,Central 17th Century Unique House,Milen & Joes,f,Amsterdam Centrum,Centrum-West,,2,$175.00,99
463636,GROUNDFLOOR IN WESTERPARK + WIFI and a comfy bed,Mieke,t,Oud-West,Westerpark,,1,$150.00,93
467103,Luxurious apartment @ Dam Square,Willem,f,De Wallen,Centrum-West,,1,$160.00,98
474452,Amsterdam-Beatiful entire apartment,Alexander,f,Oud-West,De Baarsjes - Oud-West,,1,$125.00,95
480245,Cosy apartment along the Amstel.,Rachelle,f,Oosterparkbuurt,Oud-Oost,,1,$150.00,97
481664,Live the life of A'dam on water!,Eltjo&Liselore,f,,Westerpark,,1,$85.00,94
483779,Spacious studio apartment in A'dam,Alex,f,Slotervaart,Slotervaart,,1,$100.00,98
484836,Modern 3 bedroom apt. + garden near Jordaan,Esther,f,Oud-West,De Baarsjes - Oud-West,,3,$200.00,97
489418,Central quiet ap'ment with parcview,Julia,f,Bos en Lommer,Bos en Lommer,,4,$79.00,88
490374,Family apartment 80m2 near Vondelpark,Nick,f,Hoofddorppleinbuurt,Slotervaart,,2,$225.00,91
496953,Luxury design B&B in city centre,Kim,f,Oud-West,De Baarsjes - Oud-West,,1,$132.00,97
502869,"Light filled, split level, cosy and clean home",Claire,f,Oud-West,Westerpark,,1,$169.00,97
503629,"Quiet & spacious apt, near Museums & Concertgebouw",Alban,f,Museumkwartier,Zuid,,3,$120.00,96
505012,Centre Amsterdam perfect for family,Djoke,f,Grachtengordel,Centrum-Oost,,5,$299.00,94
505650,Stylish Design Apartment,Irene,t,Museumkwartier,Zuid,,3,$120.00,99
505804,Light studio in centre of Amsterdam,Simone,f,Oud-West,Westerpark,,1,$76.00,97
510836,★ Combo City Centre Apartments,Esther & Jan,t,Grachtengordel,Centrum-West,,8,$729.00,97
514946,Typical Amsterdam apt. in center,Martijn,f,Watergraafsmeer,Watergraafsmeer,,1,$120.00,100
515088,Familyfriendly Suite incl breakfast,Hansje,f,,Noord-Oost,,2,$120.00,100
515921,Apartment near centre with amazing view over city,Anne-Marie,f,Oud-Zuid,Zuid,,1,$159.00,84
517092,4 bedroom apartment near the park,Bas,f,Oud-West,De Baarsjes - Oud-West,,3,$120.00,
517996,Bright Canal house with amazing view! @the Jordaan,Aemilia,f,Jordaan,Centrum-West,,1,$160.00,97
522471,Beautiful grand appartment (135 m2),Harriet,f,Bos en Lommer,Bos en Lommer,,3,$180.00,99
528022,Somewhere Else,Els,f,Spaarndammer en Zeeheldenbuurt,Westerpark,,1,$110.00,98
537321,Comfortable and pleasant apartment,Vera,f,Oud-West,De Baarsjes - Oud-West,,0,$110.00,98
538723,Beautiful ground floor apartment,Dimphy,f,Watergraafsmeer,Watergraafsmeer,,2,$140.00,97
543930,Family Friendly Spacious Appartment,Daan & Jelena,f,Indische Buurt,Oud-Oost,,4,$139.00,100
543932,PLAYFUL SPLIT-LEVEL LOFT+GARDEN,Dirk,f,Frederik Hendrikbuurt,Westerpark,,1,$309.00,93
549310,3 bedrooms Apartment+Garden,Barbara,f,Oud-West,De Baarsjes - Oud-West,,5,$150.00,91
550783,Charming canal apartment (75m2),Jesse,f,Oud-West,De Baarsjes - Oud-West,,1,$110.00,95
552145,"Near city center, green area, WIFI",Lardy,f,Oud-West,De Baarsjes - Oud-West,,1,$50.00,96
553216,* Live like a King @ Prinsengracht,Anke & Robert,t,Jordaan,Centrum-West,,3,"$1,750.00",98
553514,"B&B WestergasTverblijf , Cosy!",Mirjam,f,Oud-West,Westerpark,,1,$80.00,88
555225,Lovely house close to the Jordaan!,Sophie,f,Frederik Hendrikbuurt,Westerpark,,2,$107.00,98
555399,Amsterdam - conveniently located,Gina + Azeem,t,Oud-West,De Baarsjes - Oud-West,,2,$120.00,95
556829,peaceful stay near city centre,Sophia,f,Buitenveldert-West,Buitenveldert - Zuidas,,1,$179.00,92
561713,Spacious duplex apartment + terrace near centre,Yulia,f,Indische Buurt,Oud-Oost,,4,$195.00,100
564826,Beautiful apartment + Lovely garden.,Clementine,f,De Pijp,De Pijp - Rivierenbuurt,,2,$150.00,99
568005,Bright central studio with terrace,Yasha & Dessi,f,Museumkwartier,Zuid,,1,$140.00,99
568446,Pretty apt in the center of A'dam,Noriko,t,Nieuwmarkt en Lastage,Centrum-Oost,,2,$83.00,96
570478,Super nice place in Amsterdam!!,Camila,f,Oud-West,Westerpark,,1,$70.00,93
570753,Southern Comfort near Vondelpark,Henriette,t,Stadionbuurt,Zuid,,2,$65.00,97
571029,"Spacious, 2 bedrooms & garden close to the centre!",,,,De Baarsjes - Oud-West,,2,$150.00,98
571130,Monumental Amsterdam Canalhouse,Marlies,f,Grachtengordel,Centrum-West,,1,$125.00,96
572208,AMS CENTRAL FAMILY HOME with huge garden.,Yaz,f,Oud-West,De Baarsjes - Oud-West,,2,$206.00,96
575603,Loft right in the city centre,Henning,f,Grachtengordel,Centrum-Oost,,7,$245.00,96
575615,Appartment in centre of Amsterdam.,Veronique,f,Nieuwmarkt en Lastage,Centrum-Oost,,4,$225.00,94
579851,Private Studio on Spectacular Houseboat,Sonja,t,Spaarndammer en Zeeheldenbuurt,Westerpark,,1,$124.00,99
580978,Cosy apartment with canal view!,Mara,f,Oud-West,De Baarsjes - Oud-West,,2,$94.00,97
581342,Comfy house with garden in De Pijp,Martine,f,De Pijp,De Pijp - Rivierenbuurt,,3,$300.00,91
581869,Sunny & central located apartment near Albert Cuyp,Elise,f,De Pijp,De Pijp - Rivierenbuurt,,2,$193.00,87
582028,Quiet large park side apartment,Oliver,f,,Slotervaart,,1,$105.00,96
582030,Bright & spacious design apt. in quiet area,Daphne,f,Bos en Lommer,Bos en Lommer,,1,$165.00,99
582135,Jacky's place,Jacqueline,f,IJplein en Vogelbuurt,Oud-Noord,,1,$100.00,96
582382,Amsterdam Family Home,Emer,f,Volewijck,Oud-Noord,,3,$170.00,96
584938,Warm Family Canal House in the Center,Anne,f,Nieuwmarkt en Lastage,Centrum-Oost,,4,$230.00,80
588020,Large 3 bedroom apartment surrounde,Ivan,f,Oostelijke Eilanden en Kadijken,Centrum-Oost,,6,$360.00,89
588059,Casa Bacco @ Amsterdam city center,Bacco,f,Grachtengordel,Centrum-Oost,,2,$110.00,97
588116,Sweet ap. with garden and  2 bedrooms...,Fanneke,f,Oosterparkbuurt,Oud-Oost,,2,$100.00,96
588326,Great 140 m2 app. lovely canalview.,Helen,t,Oud-West,Westerpark,,5,$250.00,100
589194,Lovely apartment near city centre,Dounia,f,Oosterparkbuurt,Oud-Oost,,1,$85.00,94
589237,Romantic Refuge,Roosien,f,Hoofddorppleinbuurt,Zuid,,3,$120.00,91
590236,Our Cozy Third floor Home,Kelli,f,Oud-West,De Baarsjes - Oud-West,,1,$120.00,97
590386,amazing apartment in Amsterdam!!,Ido,f,Watergraafsmeer,Watergraafsmeer,,4,$140.00,97
590681,Beautiful apartment near Vondelpark,Lotte,f,Hoofddorppleinbuurt,Zuid,,0,$330.00,100
591086,CASA LOVE @ De Pijp,Laura,f,De Pijp,De Pijp - Rivierenbuurt,,1,$80.00,91
593101,Cozy room in Amsterdam's Center,Sofia,t,Oostelijke Eilanden en Kadijken,Centrum-Oost,,1,$45.00,98
593483,OvernightWorkingPlaceConnectPeopleDeHallenA'Dam,Jack Sun,f,Beguinage-Dixmude,De Baarsjes - Oud-West,,2,$430.00,89
594474,Lovely apartment on TOP location,Laura,f,Museumkwartier,Zuid,,1,$200.00,97
601882,Beautiful Family appartement,Roos,f,Jordaan,Centrum-West,,4,$150.00,98
606871,Modern Houseboat | Canal Views! | JORDAAN AREA,Diewert,f,Oud-West,Westerpark,,1,$42.00,95
608432,Sleep at Amy's B'n'B Front Room,Erik And Mary Jo,t,Westelijke Eilanden,Centrum-West,,1,$69.00,94
609250,Huge luxurious (2bedr.) apt in vibrant 'oud west'!,Brian,f,Oud-West,De Baarsjes - Oud-West,,2,$232.00,98
613088,Your own cottage in the countryside,Henk,f,,Noord-Oost,,1,$87.00,97
619662,Artist's flat overlooking park,Lioba,f,,Westerpark,,1,$25.00,97
620056,"Light, spacious apartment in trendy Westerpark",Marieke,f,,Westerpark,,2,$235.00,99
623123,Beautiful and spacious apartment with big rooftop,Janne,f,Oud-West,De Baarsjes - Oud-West,,2,$450.00,100
623652,Specious family residence near the city centre.,Katelijne,f,Oosterparkbuurt,Oud-Oost,,5,$275.00,97
623734,Big apartment near Vondelpark,Charissa,f,Oud-West,De Baarsjes - Oud-West,,2,$140.00,93
624485,Beautifull apartment at Westerpark,Hanneke,f,,Westerpark,,1,$70.00,93
626872,Beautiful Apartment Amsterdam,Daniel,f,Frederik Hendrikbuurt,Westerpark,,1,$150.00,
627188,Sleep at Amy's B'n'B Garden Room,Erik And Mary Jo,t,Westelijke Eilanden,Centrum-West,,1,$77.00,97
627213,House boat near museums in the Pijp,Ingmar,f,De Pijp,Zuid,,4,$150.00,100
627628,Luxury apartment with nice garden,Yvette,f,Oosterparkbuurt,Oud-Oost,,2,$135.00,90
627740,Canal apartment on Singelgracht,Tatjana,f,Frederik Hendrikbuurt,Westerpark,,0,$189.00,100
628465,"Cntr. Amsterdam - roof top, 1 bedrm",Maartje,f,Oud-West,De Baarsjes - Oud-West,,1,$125.00,99
632434,Casa Don Mateo,Mattheus,f,Amsterdam Centrum,Centrum-West,,1,$125.00,93
634170,"'Westerpark Sanctuary', Office-Apt. across W-Park.",Carolina,t,,Westerpark,,4,$109.00,98
635019,"Beautiful, light apartment with huge garden!",Fleur,f,Bos en Lommer,Bos en Lommer,,1,$95.00,97
637742,"Cozy, quiet home near Vondelpark",Joeri,f,Hoofddorppleinbuurt,Zuid,,1,$79.00,94
639480,Spacious duplex with roof terrasse,Charlotte,f,Bos en Lommer,Bos en Lommer,,2,$105.00,97
639981,Beautiful apartment in Amsterdam,Gijs,f,Oud-West,De Baarsjes - Oud-West,,1,$101.00,100
